wavelength	depth	depth_err
1.202373e+00	2.155641e-02	8.351773e-05
1.202748e+00	2.135853e-02	0.000000e+00
1.205153e+00	2.132198e-02	0.000000e+00
1.207564e+00	2.133789e-02	0.000000e+00
1.209979e+00	2.132079e-02	0.000000e+00
1.209994e+00	2.124032e-02	2.760405e-04
1.212399e+00	2.133791e-02	0.000000e+00
1.213870e+00	2.125936e-02	2.000100e-04
1.214823e+00	2.131566e-02	0.000000e+00
1.217253e+00	2.130844e-02	0.000000e+00
1.217617e+00	2.149102e-02	8.028610e-05
1.219688e+00	2.129907e-02	0.000000e+00
1.222127e+00	2.129999e-02	0.000000e+00
1.224571e+00	2.130267e-02	0.000000e+00
1.225242e+00	2.153508e-02	7.873740e-05
1.227020e+00	2.127838e-02	0.000000e+00
1.229474e+00	2.127868e-02	0.000000e+00
1.231933e+00	2.126938e-02	0.000000e+00
1.232550e+00	2.136172e-02	1.498100e-04
1.232869e+00	2.138458e-02	7.923186e-05
1.234397e+00	2.126830e-02	0.000000e+00
1.236866e+00	2.126713e-02	0.000000e+00
1.237867e+00	2.127843e-02	4.536169e-05
1.239340e+00	2.124200e-02	0.000000e+00
1.240499e+00	2.133058e-02	8.470526e-05
1.241818e+00	2.125436e-02	0.000000e+00
1.244302e+00	2.124931e-02	0.000000e+00
1.246791e+00	2.123770e-02	0.000000e+00
1.248131e+00	2.139529e-02	8.057647e-05
1.249284e+00	2.123876e-02	0.000000e+00
1.251230e+00	2.148044e-02	1.873500e-04
1.251783e+00	2.122626e-02	0.000000e+00
1.254286e+00	2.123957e-02	0.000000e+00
1.255765e+00	2.123091e-02	8.295535e-05
1.256795e+00	2.121858e-02	0.000000e+00
1.259309e+00	2.124170e-02	0.000000e+00
1.261827e+00	2.122418e-02	0.000000e+00
1.263401e+00	2.119554e-02	8.145323e-05
1.264351e+00	2.122515e-02	0.000000e+00
1.266880e+00	2.123866e-02	0.000000e+00
1.269413e+00	2.123647e-02	0.000000e+00
1.269910e+00	2.101893e-02	1.180700e-04
1.271040e+00	2.117564e-02	8.406865e-05
1.271952e+00	2.124012e-02	0.000000e+00
1.274496e+00	2.124581e-02	0.000000e+00
1.277045e+00	2.125764e-02	0.000000e+00
1.278681e+00	2.127752e-02	8.965422e-05
1.279599e+00	2.126605e-02	0.000000e+00
1.282158e+00	2.125223e-02	0.000000e+00
1.284723e+00	2.124667e-02	0.000000e+00
1.286324e+00	2.119534e-02	8.290796e-05
1.287292e+00	2.129944e-02	0.000000e+00
1.288590e+00	2.163238e-02	2.243000e-04
1.289867e+00	2.127157e-02	0.000000e+00
1.292446e+00	2.128955e-02	0.000000e+00
1.293969e+00	2.136796e-02	8.834492e-05
1.294163e+00	2.138411e-02	7.301092e-05
1.295031e+00	2.128426e-02	0.000000e+00
1.297621e+00	2.127674e-02	0.000000e+00
1.300217e+00	2.131520e-02	0.000000e+00
1.301617e+00	2.119288e-02	8.511923e-05
1.302817e+00	2.131656e-02	0.000000e+00
1.305423e+00	2.130598e-02	0.000000e+00
1.307270e+00	2.149639e-02	1.757500e-04
1.308033e+00	2.131662e-02	0.000000e+00
1.309267e+00	2.134500e-02	8.566699e-05
1.310650e+00	2.131300e-02	0.000000e+00
1.313271e+00	2.133171e-02	0.000000e+00
1.315897e+00	2.134241e-02	0.000000e+00
1.316920e+00	2.145310e-02	9.105017e-05
1.318529e+00	2.134295e-02	0.000000e+00
1.321166e+00	2.135129e-02	0.000000e+00
1.323809e+00	2.137486e-02	0.000000e+00
1.324574e+00	2.159154e-02	9.262102e-05
1.325950e+00	2.173308e-02	1.511600e-04
1.326456e+00	2.137134e-02	0.000000e+00
1.329109e+00	2.144817e-02	0.000000e+00
1.331767e+00	2.155631e-02	0.000000e+00
1.332710e+00	2.173141e-02	8.898577e-05
1.334431e+00	2.159516e-02	0.000000e+00
1.337100e+00	2.174144e-02	0.000000e+00
1.339774e+00	2.164496e-02	0.000000e+00
1.341327e+00	2.180083e-02	8.805620e-05
1.342453e+00	2.169165e-02	0.000000e+00
1.344630e+00	2.173267e-02	1.376900e-04
1.345138e+00	2.174886e-02	0.000000e+00
1.347829e+00	2.181740e-02	0.000000e+00
1.349947e+00	2.180955e-02	9.080159e-05
1.350524e+00	2.179689e-02	0.000000e+00
1.352017e+00	2.154782e-02	1.323384e-04
1.353225e+00	2.185955e-02	0.000000e+00
1.355932e+00	2.186638e-02	0.000000e+00
1.358569e+00	2.189842e-02	8.621779e-05
1.358644e+00	2.194651e-02	0.000000e+00
1.361361e+00	2.186292e-02	0.000000e+00
1.363310e+00	2.180502e-02	1.940300e-04
1.364084e+00	2.186168e-02	0.000000e+00
1.366812e+00	2.182134e-02	0.000000e+00
1.367195e+00	2.175436e-02	9.466720e-05
1.369545e+00	2.185327e-02	0.000000e+00
1.372285e+00	2.188268e-02	0.000000e+00
1.375029e+00	2.191043e-02	0.000000e+00
1.375824e+00	2.193059e-02	8.921604e-05
1.377779e+00	2.183740e-02	0.000000e+00
1.380535e+00	2.180753e-02	0.000000e+00
1.381990e+00	2.194040e-02	1.728100e-04
1.383296e+00	2.188307e-02	0.000000e+00
1.384455e+00	2.190143e-02	9.137432e-05
1.386062e+00	2.182746e-02	0.000000e+00
1.388835e+00	2.178437e-02	0.000000e+00
1.391612e+00	2.183149e-02	0.000000e+00
1.393089e+00	2.165522e-02	9.036418e-05
1.394395e+00	2.184698e-02	0.000000e+00
1.397184e+00	2.181623e-02	0.000000e+00
1.399979e+00	2.189375e-02	0.000000e+00
1.400670e+00	2.198573e-02	1.748000e-04
1.402207e+00	2.197965e-02	8.502429e-05
1.402779e+00	2.185456e-02	0.000000e+00
1.405584e+00	2.184776e-02	0.000000e+00
1.408395e+00	2.190140e-02	0.000000e+00
1.411008e+00	2.162767e-02	7.810525e-05
1.411212e+00	2.194591e-02	0.000000e+00
1.411807e+00	2.183613e-02	8.852474e-05
1.414034e+00	2.192462e-02	0.000000e+00
1.416863e+00	2.186551e-02	0.000000e+00
1.419350e+00	2.176482e-02	1.471100e-04
1.419696e+00	2.191516e-02	0.000000e+00
1.421412e+00	2.195551e-02	8.995889e-05
1.422536e+00	2.192295e-02	0.000000e+00
1.425381e+00	2.191439e-02	0.000000e+00
1.428231e+00	2.199415e-02	0.000000e+00
1.431019e+00	2.201672e-02	8.972779e-05
1.431088e+00	2.184216e-02	0.000000e+00
1.433950e+00	2.195740e-02	0.000000e+00
1.436818e+00	2.187481e-02	0.000000e+00
1.438030e+00	2.210220e-02	1.913400e-04
1.439692e+00	2.187100e-02	0.000000e+00
1.440631e+00	2.188117e-02	9.368653e-05
1.442571e+00	2.182075e-02	0.000000e+00
1.445456e+00	2.192858e-02	0.000000e+00
1.448347e+00	2.175428e-02	0.000000e+00
1.450727e+00	2.183165e-02	9.165855e-05
1.451244e+00	2.182899e-02	0.000000e+00
1.454146e+00	2.172556e-02	0.000000e+00
1.456710e+00	2.205356e-02	2.240400e-04
1.457055e+00	2.176061e-02	0.000000e+00
1.459969e+00	2.169016e-02	0.000000e+00
1.461308e+00	2.177426e-02	9.086260e-05
1.462889e+00	2.180806e-02	0.000000e+00
1.465814e+00	2.169399e-02	0.000000e+00
1.468746e+00	2.178548e-02	0.000000e+00
1.470734e+00	2.161947e-02	8.581166e-05
1.471684e+00	2.168647e-02	0.000000e+00
1.471893e+00	2.173742e-02	8.875975e-05
1.474627e+00	2.171782e-02	0.000000e+00
1.475390e+00	2.214740e-02	1.874400e-04
1.477576e+00	2.167701e-02	0.000000e+00
1.480531e+00	2.170735e-02	0.000000e+00
1.482965e+00	2.182132e-02	8.899872e-05
1.483492e+00	2.169774e-02	0.000000e+00
1.486459e+00	2.167106e-02	0.000000e+00
1.489432e+00	2.169008e-02	0.000000e+00
1.492411e+00	2.163964e-02	0.000000e+00
1.494070e+00	2.189510e-02	1.994500e-04
1.494523e+00	2.147833e-02	8.721925e-05
1.495396e+00	2.166458e-02	0.000000e+00
1.498387e+00	2.158056e-02	0.000000e+00
1.501384e+00	2.161047e-02	0.000000e+00
1.504386e+00	2.161454e-02	0.000000e+00
1.506086e+00	2.164023e-02	9.914282e-05
1.507395e+00	2.160887e-02	0.000000e+00
1.510410e+00	2.156723e-02	0.000000e+00
1.512750e+00	2.170457e-02	1.965800e-04
1.513431e+00	2.154083e-02	0.000000e+00
1.516458e+00	2.152637e-02	0.000000e+00
1.517654e+00	2.151840e-02	9.770806e-05
1.519490e+00	2.152371e-02	0.000000e+00
1.520801e+00	2.141895e-02	7.599200e-05
1.522529e+00	2.148028e-02	0.000000e+00
1.525574e+00	2.154319e-02	0.000000e+00
1.528626e+00	2.146736e-02	0.000000e+00
1.529227e+00	2.151535e-02	9.223980e-05
1.531430e+00	2.170999e-02	2.113500e-04
1.531683e+00	2.150838e-02	0.000000e+00
1.534746e+00	2.142460e-02	0.000000e+00
1.537816e+00	2.145525e-02	0.000000e+00
1.540891e+00	2.142398e-02	0.000000e+00
1.541289e+00	2.142458e-02	9.818619e-05
1.543973e+00	2.143534e-02	0.000000e+00
1.547061e+00	2.136170e-02	0.000000e+00
1.550110e+00	2.171265e-02	1.520000e-04
1.550155e+00	2.140780e-02	0.000000e+00
1.553256e+00	2.138351e-02	0.000000e+00
1.553838e+00	2.146039e-02	9.851988e-05
1.556362e+00	2.138413e-02	0.000000e+00
1.559475e+00	2.140558e-02	0.000000e+00
1.560912e+00	2.118746e-02	8.101031e-05
1.562594e+00	2.136523e-02	0.000000e+00
1.565719e+00	2.135850e-02	0.000000e+00
1.566394e+00	2.155515e-02	9.569206e-05
1.568790e+00	2.157036e-02	1.978800e-04
1.568850e+00	2.133120e-02	0.000000e+00
1.571988e+00	2.134556e-02	0.000000e+00
1.575132e+00	2.130675e-02	0.000000e+00
1.578282e+00	2.134002e-02	0.000000e+00
1.579440e+00	2.143929e-02	1.072915e-04
1.581439e+00	2.132888e-02	0.000000e+00
1.584602e+00	2.130918e-02	0.000000e+00
1.587470e+00	2.131251e-02	2.066700e-04
1.587771e+00	2.128665e-02	0.000000e+00
1.590946e+00	2.130619e-02	0.000000e+00
1.592975e+00	2.125261e-02	1.005849e-04
1.594128e+00	2.126899e-02	0.000000e+00
1.597317e+00	2.128100e-02	0.000000e+00
1.600511e+00	2.126608e-02	0.000000e+00
1.600984e+00	2.129960e-02	6.643753e-05
1.603712e+00	2.128605e-02	0.000000e+00
1.606150e+00	2.151409e-02	1.960400e-04
1.606920e+00	2.126082e-02	0.000000e+00
1.607002e+00	2.128322e-02	9.760965e-05
1.610134e+00	2.125867e-02	0.000000e+00
1.613354e+00	2.126046e-02	0.000000e+00
1.616581e+00	2.124474e-02	0.000000e+00
1.619814e+00	2.125807e-02	0.000000e+00
1.621520e+00	2.142059e-02	9.300404e-05
1.623053e+00	2.122659e-02	0.000000e+00
1.624830e+00	2.153827e-02	2.455400e-04
1.626299e+00	2.123927e-02	0.000000e+00
1.629552e+00	2.124076e-02	0.000000e+00
1.632811e+00	2.124524e-02	0.000000e+00
1.636047e+00	2.133348e-02	9.921152e-05
1.636077e+00	2.123441e-02	0.000000e+00
1.639349e+00	2.122774e-02	0.000000e+00
1.640944e+00	2.081656e-02	5.969699e-05
1.642628e+00	2.123967e-02	0.000000e+00
1.643510e+00	2.108646e-02	1.773900e-04
1.645913e+00	2.122992e-02	0.000000e+00
1.649205e+00	2.123251e-02	0.000000e+00
1.651066e+00	2.121387e-02	1.001878e-04
1.652503e+00	2.122138e-02	0.000000e+00
1.655808e+00	2.122629e-02	0.000000e+00
1.659120e+00	2.123479e-02	0.000000e+00
1.662438e+00	2.125539e-02	0.000000e+00
1.665763e+00	2.122598e-02	0.000000e+00
1.667064e+00	2.108978e-02	1.010014e-04
1.669094e+00	2.123419e-02	0.000000e+00
1.672433e+00	2.122098e-02	0.000000e+00
1.675777e+00	2.123335e-02	0.000000e+00
1.679129e+00	2.120956e-02	0.000000e+00
1.680729e+00	2.098731e-02	6.508117e-05
1.682487e+00	2.120523e-02	0.000000e+00
1.683558e+00	2.123775e-02	1.062777e-04
1.685852e+00	2.120684e-02	0.000000e+00
1.689224e+00	2.122343e-02	0.000000e+00
1.692602e+00	2.122620e-02	0.000000e+00
1.695988e+00	2.124100e-02	0.000000e+00
1.699380e+00	2.123641e-02	0.000000e+00
1.700547e+00	2.118461e-02	1.029986e-04
1.702778e+00	2.122016e-02	0.000000e+00
1.706184e+00	2.124226e-02	0.000000e+00
1.709596e+00	2.125022e-02	0.000000e+00
1.713015e+00	2.127688e-02	0.000000e+00
1.716441e+00	2.127118e-02	0.000000e+00
1.718034e+00	2.118124e-02	1.145831e-04
1.719874e+00	2.132399e-02	0.000000e+00
1.720287e+00	2.114532e-02	7.957981e-05
1.723314e+00	2.132135e-02	0.000000e+00
1.726761e+00	2.131754e-02	0.000000e+00
1.730214e+00	2.135340e-02	0.000000e+00
1.733675e+00	2.137937e-02	0.000000e+00
1.736018e+00	2.140311e-02	1.056570e-04
1.737142e+00	2.136192e-02	0.000000e+00
1.740616e+00	2.136472e-02	0.000000e+00
1.744098e+00	2.137508e-02	0.000000e+00
1.747586e+00	2.141102e-02	0.000000e+00
1.751081e+00	2.141489e-02	0.000000e+00
1.754583e+00	2.138604e-02	0.000000e+00
1.754989e+00	2.153315e-02	1.086321e-04
1.758092e+00	2.140451e-02	0.000000e+00
1.759574e+00	2.134522e-02	7.535600e-05
1.761608e+00	2.144700e-02	0.000000e+00
1.765132e+00	2.142909e-02	0.000000e+00
1.768662e+00	2.151983e-02	0.000000e+00
1.772199e+00	2.148322e-02	0.000000e+00
1.774947e+00	2.143856e-02	1.429857e-04
1.775744e+00	2.155418e-02	0.000000e+00
1.779295e+00	2.148538e-02	0.000000e+00
1.782854e+00	2.152171e-02	0.000000e+00
1.786419e+00	2.162539e-02	0.000000e+00
1.789992e+00	2.151219e-02	0.000000e+00
1.793572e+00	2.162143e-02	0.000000e+00
1.795896e+00	2.156800e-02	1.124250e-04
1.797159e+00	2.151868e-02	0.000000e+00
1.798554e+00	2.141594e-02	5.905692e-05
1.800754e+00	2.167562e-02	0.000000e+00
1.804355e+00	2.159567e-02	0.000000e+00
1.807964e+00	2.165945e-02	0.000000e+00
1.811580e+00	2.168480e-02	0.000000e+00
1.815203e+00	2.153673e-02	0.000000e+00
1.818325e+00	2.156147e-02	1.131073e-04
1.818833e+00	2.170878e-02	0.000000e+00
1.822471e+00	2.164933e-02	0.000000e+00
1.826116e+00	2.170401e-02	0.000000e+00
1.829768e+00	2.160666e-02	0.000000e+00
1.833428e+00	2.171616e-02	0.000000e+00
1.837095e+00	2.167874e-02	0.000000e+00
1.837199e+00	2.154113e-02	5.070056e-05
1.840769e+00	2.168534e-02	0.000000e+00
1.842238e+00	2.179469e-02	1.204919e-04
1.844450e+00	2.166552e-02	0.000000e+00
1.848139e+00	2.180920e-02	0.000000e+00
1.851836e+00	2.169302e-02	0.000000e+00
1.855539e+00	2.181769e-02	0.000000e+00
1.859250e+00	2.185554e-02	0.000000e+00
1.862969e+00	2.174344e-02	0.000000e+00
1.866695e+00	2.181766e-02	0.000000e+00
1.867150e+00	2.197967e-02	1.428885e-04
1.870428e+00	2.169825e-02	0.000000e+00
1.874169e+00	2.177182e-02	0.000000e+00
1.875487e+00	2.160272e-02	4.852289e-05
1.877917e+00	2.177300e-02	0.000000e+00
1.881673e+00	2.163653e-02	0.000000e+00
1.885436e+00	2.170185e-02	0.000000e+00
1.889207e+00	2.166044e-02	0.000000e+00
1.892986e+00	2.170283e-02	0.000000e+00
1.893065e+00	2.155039e-02	1.270946e-04
1.896772e+00	2.165334e-02	0.000000e+00
1.900565e+00	2.159213e-02	0.000000e+00
1.904366e+00	2.166643e-02	0.000000e+00
1.908175e+00	2.155546e-02	0.000000e+00
1.911991e+00	2.166781e-02	0.000000e+00
1.913400e+00	2.178390e-02	3.977356e-05
1.915815e+00	2.158789e-02	0.000000e+00
1.919647e+00	2.161740e-02	0.000000e+00
1.920475e+00	2.171155e-02	1.311707e-04
1.923486e+00	2.162292e-02	0.000000e+00
1.927333e+00	2.162702e-02	0.000000e+00
1.931188e+00	2.170354e-02	0.000000e+00
1.935050e+00	2.166992e-02	0.000000e+00
1.938920e+00	2.177155e-02	0.000000e+00
1.942798e+00	2.169479e-02	0.000000e+00
1.946684e+00	2.178479e-02	0.000000e+00
1.949874e+00	2.181295e-02	1.411097e-04
1.950577e+00	2.166315e-02	0.000000e+00
1.950927e+00	2.158507e-02	4.602538e-05
1.954478e+00	2.175612e-02	0.000000e+00
1.958387e+00	2.172231e-02	0.000000e+00
1.962304e+00	2.171791e-02	0.000000e+00
1.966229e+00	2.173585e-02	0.000000e+00
1.970161e+00	2.165681e-02	0.000000e+00
1.974102e+00	2.172504e-02	0.000000e+00
1.978050e+00	2.164916e-02	0.000000e+00
1.980779e+00	2.132706e-02	1.806937e-04
1.982006e+00	2.168404e-02	0.000000e+00
1.985970e+00	2.162066e-02	0.000000e+00
1.988057e+00	2.139474e-02	4.728270e-05
1.989942e+00	2.171791e-02	0.000000e+00
1.993922e+00	2.162938e-02	0.000000e+00
1.997910e+00	2.163618e-02	0.000000e+00
2.001905e+00	2.166592e-02	0.000000e+00
2.005909e+00	2.166224e-02	0.000000e+00
2.009921e+00	2.162574e-02	0.000000e+00
2.013195e+00	2.174247e-02	1.431940e-04
2.013941e+00	2.158176e-02	0.000000e+00
2.017969e+00	2.166393e-02	0.000000e+00
2.022005e+00	2.157598e-02	0.000000e+00
2.024787e+00	2.110945e-02	4.641985e-05
2.026049e+00	2.157782e-02	0.000000e+00
2.030101e+00	2.158154e-02	0.000000e+00
2.034161e+00	2.153142e-02	0.000000e+00
2.038229e+00	2.149784e-02	0.000000e+00
2.042306e+00	2.152954e-02	0.000000e+00
2.046390e+00	2.144046e-02	0.000000e+00
2.047620e+00	2.151734e-02	1.536666e-04
2.050483e+00	2.146207e-02	0.000000e+00
2.054584e+00	2.150080e-02	0.000000e+00
2.058693e+00	2.137151e-02	0.000000e+00
2.061111e+00	2.139499e-02	4.807588e-05
2.062811e+00	2.143675e-02	0.000000e+00
2.066936e+00	2.138112e-02	0.000000e+00
2.071070e+00	2.139430e-02	0.000000e+00
2.075212e+00	2.138383e-02	0.000000e+00
2.079363e+00	2.133850e-02	0.000000e+00
2.083521e+00	2.134932e-02	0.000000e+00
2.085047e+00	2.127979e-02	1.638305e-04
2.087688e+00	2.135609e-02	0.000000e+00
2.091864e+00	2.134106e-02	0.000000e+00
2.096048e+00	2.131929e-02	0.000000e+00
2.097032e+00	2.111268e-02	4.023156e-05
2.100240e+00	2.130968e-02	0.000000e+00
2.104440e+00	2.130598e-02	0.000000e+00
2.108649e+00	2.130690e-02	0.000000e+00
2.112866e+00	2.126878e-02	0.000000e+00
2.117092e+00	2.129029e-02	0.000000e+00
2.121326e+00	2.126040e-02	0.000000e+00
2.125569e+00	2.125901e-02	0.000000e+00
2.125981e+00	2.107641e-02	1.816899e-04
2.129820e+00	2.126985e-02	0.000000e+00
2.132549e+00	2.118986e-02	4.101750e-05
2.134080e+00	2.122272e-02	0.000000e+00
2.138348e+00	2.123670e-02	0.000000e+00
2.142625e+00	2.125346e-02	0.000000e+00
2.146910e+00	2.121112e-02	0.000000e+00
2.151204e+00	2.123893e-02	0.000000e+00
2.155506e+00	2.121812e-02	0.000000e+00
2.159817e+00	2.121803e-02	0.000000e+00
2.164137e+00	2.121738e-02	0.000000e+00
2.167665e+00	2.113852e-02	5.896029e-05
2.168465e+00	2.120634e-02	0.000000e+00
2.170440e+00	2.109124e-02	1.973645e-04
2.172802e+00	2.121260e-02	0.000000e+00
2.177147e+00	2.122324e-02	0.000000e+00
2.181502e+00	2.120493e-02	0.000000e+00
2.185865e+00	2.122752e-02	0.000000e+00
2.190237e+00	2.119673e-02	0.000000e+00
2.194617e+00	2.122087e-02	0.000000e+00
2.199006e+00	2.121424e-02	0.000000e+00
2.202384e+00	2.101504e-02	5.137107e-05
2.203404e+00	2.123282e-02	0.000000e+00
2.207811e+00	2.120515e-02	0.000000e+00
2.212227e+00	2.118887e-02	0.000000e+00
2.216651e+00	2.122139e-02	0.000000e+00
2.218440e+00	2.091527e-02	2.112293e-04
2.221084e+00	2.125386e-02	0.000000e+00
2.225527e+00	2.124137e-02	0.000000e+00
2.229978e+00	2.121137e-02	0.000000e+00
2.234438e+00	2.123603e-02	0.000000e+00
2.236712e+00	2.102792e-02	4.818912e-05
2.238906e+00	2.120052e-02	0.000000e+00
2.243384e+00	2.123358e-02	0.000000e+00
2.247871e+00	2.123162e-02	0.000000e+00
2.252367e+00	2.121610e-02	0.000000e+00
2.256872e+00	2.123675e-02	0.000000e+00
2.261385e+00	2.121042e-02	0.000000e+00
2.265908e+00	2.123544e-02	0.000000e+00
2.270440e+00	2.125971e-02	0.000000e+00
2.270654e+00	2.103144e-02	5.137353e-05
2.270995e+00	2.119631e-02	1.967484e-04
2.274981e+00	2.122127e-02	0.000000e+00
2.279531e+00	2.124266e-02	0.000000e+00
2.284090e+00	2.123459e-02	0.000000e+00
2.288658e+00	2.120789e-02	0.000000e+00
2.293235e+00	2.133598e-02	0.000000e+00
2.297822e+00	2.134424e-02	0.000000e+00
2.302417e+00	2.127343e-02	0.000000e+00
2.304215e+00	2.109603e-02	5.047130e-05
2.307022e+00	2.130023e-02	0.000000e+00
2.311636e+00	2.131443e-02	0.000000e+00
2.316260e+00	2.132587e-02	0.000000e+00
2.320892e+00	2.132795e-02	0.000000e+00
2.325534e+00	2.131870e-02	0.000000e+00
2.329621e+00	2.131524e-02	1.902052e-04
2.330185e+00	2.135522e-02	0.000000e+00
2.334845e+00	2.130722e-02	0.000000e+00
2.337403e+00	2.125578e-02	4.864854e-05
2.339515e+00	2.136792e-02	0.000000e+00
2.344194e+00	2.134715e-02	0.000000e+00
2.348882e+00	2.132138e-02	0.000000e+00
2.353580e+00	2.136238e-02	0.000000e+00
2.358287e+00	2.136851e-02	0.000000e+00
2.363004e+00	2.136219e-02	0.000000e+00
2.367730e+00	2.136761e-02	0.000000e+00
2.370225e+00	2.145229e-02	4.972485e-05
2.372465e+00	2.137009e-02	0.000000e+00
2.377210e+00	2.136276e-02	0.000000e+00
2.381965e+00	2.141377e-02	0.000000e+00
2.386729e+00	2.142159e-02	0.000000e+00
2.391502e+00	2.135596e-02	0.000000e+00
2.394858e+00	2.157687e-02	2.085517e-04
2.396285e+00	2.139041e-02	0.000000e+00
2.401078e+00	2.138237e-02	0.000000e+00
2.402687e+00	2.134255e-02	5.117700e-05
2.405880e+00	2.141651e-02	0.000000e+00
2.410692e+00	2.144188e-02	0.000000e+00
2.415513e+00	2.145057e-02	0.000000e+00
2.420344e+00	2.146945e-02	0.000000e+00
2.425185e+00	2.145819e-02	0.000000e+00
2.430035e+00	2.148765e-02	0.000000e+00
2.434798e+00	2.148865e-02	5.045067e-05
2.434895e+00	2.154000e-02	0.000000e+00
2.439765e+00	2.145677e-02	0.000000e+00
2.444644e+00	2.155284e-02	0.000000e+00
2.449534e+00	2.157188e-02	0.000000e+00
2.454433e+00	2.157939e-02	0.000000e+00
2.459342e+00	2.159168e-02	0.000000e+00
2.464260e+00	2.152484e-02	0.000000e+00
2.466562e+00	2.155390e-02	5.117302e-05
2.468754e+00	2.167092e-02	2.058999e-04
2.469189e+00	2.157892e-02	0.000000e+00
2.474127e+00	2.168181e-02	0.000000e+00
2.479075e+00	2.162691e-02	0.000000e+00
2.484034e+00	2.159727e-02	0.000000e+00
2.489002e+00	2.177584e-02	0.000000e+00
2.493980e+00	2.161249e-02	0.000000e+00
2.497991e+00	2.171630e-02	5.458728e-05
2.498968e+00	2.169370e-02	0.000000e+00
2.503966e+00	2.175692e-02	0.000000e+00
2.508974e+00	2.177452e-02	0.000000e+00
2.513991e+00	2.185666e-02	0.000000e+00
2.519019e+00	2.167797e-02	0.000000e+00
2.524057e+00	2.186013e-02	0.000000e+00
2.529090e+00	2.166694e-02	5.787264e-05
2.529106e+00	2.177462e-02	0.000000e+00
2.534164e+00	2.182736e-02	0.000000e+00
2.539232e+00	2.184746e-02	0.000000e+00
2.544311e+00	2.183728e-02	0.000000e+00
2.549399e+00	2.186317e-02	0.000000e+00
2.553384e+00	2.170398e-02	2.327986e-04
2.554498e+00	2.188449e-02	0.000000e+00
2.559607e+00	2.186014e-02	0.000000e+00
2.559866e+00	2.195419e-02	5.877361e-05
2.564726e+00	2.192999e-02	0.000000e+00
2.569856e+00	2.179337e-02	0.000000e+00
2.574995e+00	2.193721e-02	0.000000e+00
2.580145e+00	2.180970e-02	0.000000e+00
2.585306e+00	2.191717e-02	0.000000e+00
2.590327e+00	2.186396e-02	5.867548e-05
2.590476e+00	2.186724e-02	0.000000e+00
2.595657e+00	2.192312e-02	0.000000e+00
2.600849e+00	2.184793e-02	0.000000e+00
2.606050e+00	2.180979e-02	0.000000e+00
2.611262e+00	2.177007e-02	0.000000e+00
2.616485e+00	2.191382e-02	0.000000e+00
2.620479e+00	2.188554e-02	5.789597e-05
2.621718e+00	2.180364e-02	0.000000e+00
2.626961e+00	2.184763e-02	0.000000e+00
2.632215e+00	2.197103e-02	0.000000e+00
2.637480e+00	2.172915e-02	0.000000e+00
2.642755e+00	2.191213e-02	0.000000e+00
2.648040e+00	2.185491e-02	0.000000e+00
2.650331e+00	2.213028e-02	5.830273e-05
2.651869e+00	2.199702e-02	2.490435e-04
2.653336e+00	2.193908e-02	0.000000e+00
2.658643e+00	2.197844e-02	0.000000e+00
2.663960e+00	2.209404e-02	0.000000e+00
2.669288e+00	2.222896e-02	0.000000e+00
2.674627e+00	2.228504e-02	0.000000e+00
2.679888e+00	2.203719e-02	5.910138e-05
2.679976e+00	2.220247e-02	0.000000e+00
2.685336e+00	2.224096e-02	0.000000e+00
2.690707e+00	2.217402e-02	0.000000e+00
2.696088e+00	2.239657e-02	0.000000e+00
2.701480e+00	2.222966e-02	0.000000e+00
2.706883e+00	2.228627e-02	0.000000e+00
2.709157e+00	2.222589e-02	6.016029e-05
2.712297e+00	2.224851e-02	0.000000e+00
2.717721e+00	2.223154e-02	0.000000e+00
2.723157e+00	2.223859e-02	0.000000e+00
2.728603e+00	2.216937e-02	0.000000e+00
2.734060e+00	2.212897e-02	0.000000e+00
2.738145e+00	2.207204e-02	6.268885e-05
2.739529e+00	2.222343e-02	0.000000e+00
2.745008e+00	2.207896e-02	0.000000e+00
2.750498e+00	2.205844e-02	0.000000e+00
2.755999e+00	2.211359e-02	0.000000e+00
2.761511e+00	2.205983e-02	0.000000e+00
2.766858e+00	2.205073e-02	6.308124e-05
2.767034e+00	2.210186e-02	0.000000e+00
2.770424e+00	2.210203e-02	2.870724e-04
2.772568e+00	2.206535e-02	0.000000e+00
2.778113e+00	2.225539e-02	0.000000e+00
2.783669e+00	2.210239e-02	0.000000e+00
2.789236e+00	2.220116e-02	0.000000e+00
2.794815e+00	2.206984e-02	0.000000e+00
2.795304e+00	2.209549e-02	6.581724e-05
2.800404e+00	2.209447e-02	0.000000e+00
2.806005e+00	2.219100e-02	0.000000e+00
2.811617e+00	2.215389e-02	0.000000e+00
2.817241e+00	2.215404e-02	0.000000e+00
2.822875e+00	2.221750e-02	0.000000e+00
2.823486e+00	2.234277e-02	6.685530e-05
2.828521e+00	2.201376e-02	0.000000e+00
2.834178e+00	2.218134e-02	0.000000e+00
2.839846e+00	2.216319e-02	0.000000e+00
2.845526e+00	2.210483e-02	0.000000e+00
2.851217e+00	2.211822e-02	0.000000e+00
2.851412e+00	2.220102e-02	6.835894e-05
2.856919e+00	2.215596e-02	0.000000e+00
2.862633e+00	2.204413e-02	0.000000e+00
2.868358e+00	2.202605e-02	0.000000e+00
2.874095e+00	2.204565e-02	0.000000e+00
2.879088e+00	2.213728e-02	7.020746e-05
